AREA_GEOGRAFICA ,TEMA,SUBTEMA,VARIABLE,DENOMINACION,VALOR ,UNIDAD_MEDIDA
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Arroz,9121.08874,Toneladas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Perennes,Caña de azúcar,8234.084556,Hectáreas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Perennes,Caña de azúcar,8098.333086,Hectáreas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Perennes,Caña de azúcar,2950.149216,Hectáreas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Perennes,Caña de azúcar,2950.149216,Hectáreas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Perennes,Caña de azúcar,569354.6956,Toneladas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Perennes,Caña de azúcar,227590.5187,Toneladas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Perennes,Limón,924.1084,Hectáreas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Perennes,Limón,908.5084,Hectáreas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Perennes,Limón,22922.86293,Hectáreas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Perennes,Limón,20935.1018,Hectáreas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Perennes,Limón,3745.732763,Toneladas
Colima,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Perennes,Limón,267995.0412,Toneladas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Maíz blanco,396831.3021,Hectáreas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Maíz blanco,379875.5686,Hectáreas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Maíz blanco,16119.5431,Hectáreas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Maíz blanco,16119.5431,Hectáreas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Maíz blanco,1024625.797,Toneladas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Maíz blanco,59759.9373,Toneladas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Perennes,Caña de azúcar,11580.40243,Hectáreas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Perennes,Caña de azúcar,11470.42853,Hectáreas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Perennes,Caña de azúcar,16904.08532,Hectáreas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Perennes,Caña de azúcar,16773.42882,Hectáreas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Perennes,Caña de azúcar,910801.8387,Toneladas
Chiapas,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Perennes,Caña de azúcar,1250879.878,Toneladas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Chile,396831.3021,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Chile,379875.5686,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Chile,16119.5431,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Chile,16119.5431,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Chile,1024625.797,Toneladas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Chile,59759.9373,Toneladas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Maíz amarillo,51017.31619,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Maíz amarillo,48237.30915,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Maíz amarillo,236618.448,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Maíz amarillo,233233.52,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Maíz amarillo,232423.3226,Toneladas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Maíz amarillo,2248875.742,Toneladas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Maíz blanco,33206.05267,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Maíz blanco,27989.88314,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Maíz blanco,10567.989,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Maíz blanco,10258.6026,Hectáreas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Maíz blanco,33516.17514,Toneladas
Chihuahua,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Maíz blanco,67591.2863,Toneladas
Ciudad de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Amaranto,130.5705838,Hectáreas
Ciudad de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Amaranto,114.8947526,Hectáreas
Ciudad de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Amaranto,0.996064,Hectáreas
Ciudad de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Amaranto,0.996064,Hectáreas
Ciudad de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Amaranto,65.7111072,Toneladas
Ciudad de México,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Amaranto,0.58592,Toneladas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Frijol,330172.8978,Hectáreas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Frijol,281845.378,Hectáreas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Frijol,26897.4446,Hectáreas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Frijol,23924.20356,Hectáreas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Frijol,90944.85612,Toneladas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Frijol,21258.52306,Toneladas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Maíz blanco,34176.12561,Hectáreas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Maíz blanco,22161.96936,Hectáreas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Maíz blanco,41404.78642,Hectáreas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Maíz blanco,41284.46504,Hectáreas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Maíz blanco,27602.3817,Toneladas
Durango,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Maíz blanco,270961.7795,Toneladas
Guanajuato,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Sorgo grano,64632.76345,Hectáreas
Guanajuato,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Sorgo grano,60477.0173,Hectáreas
Guanajuato,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Sorgo grano,57689.66678,Hectáreas
Guanajuato,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Sorgo grano,56715.55075,Hectáreas
Guanajuato,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Sorgo grano,292259.1352,Toneladas
Guanajuato,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Sorgo grano,369227.9508,Toneladas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Maíz blanco,421360.5581,Hectáreas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Maíz blanco,355092.1079,Hectáreas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Maíz blanco,40465.42646,Hectáreas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Maíz blanco,39090.12387,Hectáreas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Maíz blanco,621558.7612,Toneladas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Maíz blanco,109452.9893,Toneladas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Perennes,Mango,21120.20952,Hectáreas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Perennes,Mango,19095.62547,Hectáreas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Perennes,Mango,24015.83058,Hectáreas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Perennes,Mango,23714.90883,Hectáreas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Perennes,Mango,,Toneladas
Guerrero,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Perennes,Mango,,Toneladas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Maíz blanco,177064.8692,Hectáreas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Maíz blanco,118655.2296,Hectáreas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Maíz blanco,65177.7421,Hectáreas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Maíz blanco,64998.8653,Hectáreas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Maíz blanco,169105.3009,Toneladas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Maíz blanco,432109.9815,Toneladas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Perennes,Caña de azúcar,1318.226272,Hectáreas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Perennes,Caña de azúcar,1154.542967,Hectáreas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Perennes,Caña de azúcar,0,Hectáreas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Perennes,Caña de azúcar,0,Hectáreas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Perennes,Caña de azúcar,2411.950787,Toneladas
Hidalgo,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Perennes,Caña de azúcar,0,Toneladas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Arroz,105.99265,Hectáreas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Arroz,105.62123,Hectáreas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Arroz,2413.655504,Hectáreas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Arroz,2330.321724,Hectáreas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo temporal Anuales,Arroz,696.9261,Toneladas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Producción Modalidad hídrica Bajo riego Anuales,Arroz,14354.4239,Toneladas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie sembrada Anuales,Maíz blanco,349235.9807,Hectáreas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De temporal Superficie cosechada Anuales,Maíz blanco,344452.3113,Hectáreas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie sembrada Anuales,Maíz blanco,93258.45999,Hectáreas
Jalisco,"Agricultura, uso del suelo, sistemas de riego, calidad y origen del agua",Superficie cultivada y producción de cultivos anuales y perennes según modalidad hídrica por entidad federativa y cultivo seleccionado,Superficie cultivada Modalidad hídrica De riego Superficie cosechada Anuales,Maíz blanco,92816.24964,Hectáreas
