AREA_GEOGRAFICA ,TEMA,SUBTEMA,VARIABLE,DENOMINACION,VALOR ,UNIDAD_MEDIDA
Nacional ,Crédito,Porcentaje de unidades de producción sin solicitud de crédito para las actividades agropecuarias según causas ,Causas por las que no se solicitó el crédito Gran cantidad de requisitos,Gran cantidad de requisitos,10.72,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción sin solicitud de crédito para las actividades agropecuarias según causas ,Causas por las que no se solicitó el crédito Evitar endeudarse,Evitar endeudarse,41.71,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción sin solicitud de crédito para las actividades agropecuarias según causas ,Causas por las que no se solicitó el crédito Falta de sucursal o quedar muy alejada,Falta de sucursal o quedar muy alejada,1.31,Porcentaje
Nacional ,Crédito,Porcentaje de unidades de producción sin solicitud de crédito para las actividades agropecuarias según causas ,Causas por las que no se solicitó el crédito Otra razón,Otra razón,2.72,Porcentaje
Nacional ,Tecnologías informáticas y de comunicación,Porcentaje de unidades de producción con uso de tecnologías informáticas,Tipo de tecnología utilizada Nacional Unidades de producción con uso de alguna TIC,Unidades de producción con uso de alguna TIC,37.69,Porcentaje
Nacional ,Tecnologías informáticas y de comunicación,Porcentaje de unidades de producción con uso de tecnologías informáticas,Tipo de tecnología utilizada Computadora,Computadora,5.57,Porcentaje
Nacional ,Tecnologías informáticas y de comunicación,Porcentaje de unidades de producción con uso de tecnologías informáticas,Tipo de tecnología utilizada Internet,Internet,7.88,Porcentaje
Nacional ,Tecnologías informáticas y de comunicación,Porcentaje de unidades de producción con uso de tecnologías informáticas,Tipo de tecnología utilizada Internet Que consultaron páginas gubernamentales,Que consultaron páginas gubernamentales,58.92,Porcentaje
Nacional ,Tecnologías informáticas y de comunicación,Porcentaje de unidades de producción con uso de tecnologías informáticas,Tipo de tecnología utilizada Teléfono celular,Teléfono celular,88.13,Porcentaje
Nacional ,Tecnologías informáticas y de comunicación,Porcentaje de unidades de producción con uso de tecnologías informáticas,Tipo de tecnología utilizada Teléfono fijo,Teléfono fijo,19.77,Porcentaje
Nacional ,Tecnologías informáticas y de comunicación,Porcentaje de unidades de producción con uso de tecnologías informáticas,Tipo de tecnología utilizada Tablet o tableta,Tablet o tableta,1.16,Porcentaje
Nacional ,Tecnologías informáticas y de comunicación,Porcentaje de unidades de producción con uso de tecnologías informáticas,Tipo de tecnología utilizada Sistema de navegación satelital (GPS),Sistema de navegación satelital (GPS),1.84,Porcentaje
Nacional ,Tecnologías informáticas y de comunicación,Porcentaje de unidades de producción con uso de tecnologías informáticas,Tipo de tecnología utilizada Otra tecnología,Otra tecnología,0.44,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con maquinaria propia para realizar actividades agropecuarias por tipo de maquinaria,Tipo de maquinaria propia Nacional Unidades de producción con maquinaria propia,Unidades de producción con maquinaria propia,20.51,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con maquinaria propia para realizar actividades agropecuarias por tipo de maquinaria,Tipo de maquinaria propia Tractores,Tractores,65.75,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con maquinaria propia para realizar actividades agropecuarias por tipo de maquinaria,Tipo de maquinaria propia Trilladoras,Trilladoras,6.58,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con maquinaria propia para realizar actividades agropecuarias por tipo de maquinaria,Tipo de maquinaria propia Motogrúas,Motogrúas,0.22,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con maquinaria propia para realizar actividades agropecuarias por tipo de maquinaria,Tipo de maquinaria propia Sembradoras,Sembradoras,36.37,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con maquinaria propia para realizar actividades agropecuarias por tipo de maquinaria,Tipo de maquinaria propia Arados,Arados,28.71,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con maquinaria propia para realizar actividades agropecuarias por tipo de maquinaria,Tipo de maquinaria propia Rastra de discos,Rastra de discos,27.25,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con maquinaria propia para realizar actividades agropecuarias por tipo de maquinaria,Tipo de maquinaria propia Cultivadora para tractor,Cultivadora para tractor,12.06,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con maquinaria propia para realizar actividades agropecuarias por tipo de maquinaria,Tipo de maquinaria propia Otra maquinaria de uso agropecuario,Otra maquinaria de uso agropecuario,54.47,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con uso de tractor según derechos sobre el tractor,Derechos sobre el tractor Nacional Unidades de producción con uso de tractor,Unidades de producción con uso de tractor,51.79,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con uso de tractor según derechos sobre el tractor,Derechos sobre el tractor Tractor propio,Tractor propio,26.03,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con uso de tractor según derechos sobre el tractor,Derechos sobre el tractor Tractor rentado,Tractor rentado,67.27,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de unidades de producción con uso de tractor según derechos sobre el tractor,Derechos sobre el tractor Tractor prestado,Tractor prestado,7.79,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de tractores propios según años de uso,Años de uso de los tractores propios Hasta 5 años,Hasta 5 años,12.58,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de tractores propios según años de uso,Años de uso de los tractores propios Más de 5 hasta 10 años,Más de 5 hasta 10 años,15.29,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de tractores propios según años de uso,Años de uso de los tractores propios Más de 10 hasta 15 años,Más de 10 hasta 15 años,10.07,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de tractores propios según años de uso,Años de uso de los tractores propios Más de 15 años,Más de 15 años,30.39,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de tractores propios según años de uso,Años de uso de los tractores propios No especificado,No especificado,31.66,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de tractores propios según potencia,Potencia de los tractores propios Hasta 40 hp*,Hasta 40 hp*,3.75,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de tractores propios según potencia,Potencia de los tractores propios Más de 40 hasta 70 hp,Más de 40 hasta 70 hp,15.81,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de tractores propios según potencia,Potencia de los tractores propios Más de 70 hasta 100 hp,Más de 70 hasta 100 hp,49.27,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de tractores propios según potencia,Potencia de los tractores propios Más de 100 hasta 120 hp,Más de 100 hasta 120 hp,20.73,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de tractores propios según potencia,Potencia de los tractores propios Más de 120 hasta 250 hp,Más de 120 hasta 250 hp,8.47,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de tractores propios según potencia,Potencia de los tractores propios Más de 250 hp,Más de 250 hp,1.97,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Trilladoras,Hasta 5 años,22.43,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Motogrúas,Hasta 5 años,53.46,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Sembradoras,Hasta 5 años,22.27,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Arados,Hasta 5 años,13.91,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Rastra de discos,Hasta 5 años,16.4,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Cultivadora para tractor,Hasta 5 años,15.72,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Otra maquinaria de uso agropecuario,Hasta 5 años,45.71,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Trilladoras,Más de 5 hasta 10 años,28.19,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Motogrúas,Más de 5 hasta 10 años,18.35,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Sembradoras,Más de 5 hasta 10 años,28.54,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Arados,Más de 5 hasta 10 años,24.13,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Rastra de discos,Más de 5 hasta 10 años,26.67,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Cultivadora para tractor,Más de 5 hasta 10 años,23.96,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Otra maquinaria de uso agropecuario,Más de 5 hasta 10 años,23.01,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Trilladoras,Más de 10 hasta 15 años,14.23,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Motogrúas,Más de 10 hasta 15 años,11.12,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Sembradoras,Más de 10 hasta 15 años,16.6,Porcentaje
Nacional ,Tractores y maquinaria,Porcentaje de maquinaria propia para realizar actividades agropecuarias según años de uso por tipo de maquinaria,Tipo de maquinaria Arados,Más de 10 hasta 15 años,19.7,Porcentaje
