system:index,CVEGEO,CVE_AGEB,CVE_ENT,CVE_LOC,CVE_MUN,mean,.geo
000000000000000001b0,0600900011020,1020,06,0001,009,1.590979337953554E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.88428371351539,18.899108876004718],[-103.8845467819538,18.89886837957657],[-103.88465827428038,18.898767165616487],[-103.8847028712365,18.898724941735832],[-103.88504619749743,18.898383291776568],[-103.88589345607383,18.897547965448698],[-103.88627244560612,18.897176654013577],[-103.88689672320808,18.89656495344369],[-103.88694574526956,18.896514324040414],[-103.88794902013177,18.89552288929519],[-103.88607626994528,18.894442902446563],[-103.88603609688576,18.894417565221726],[-103.8840117085388,18.89335444012614],[-103.88396259904479,18.89342192553433],[-103.88390021674007,18.893497865839457],[-103.88262939363825,18.89282286368685],[-103.88113109052182,18.892109905264725],[-103.88077883727213,18.89265415846358],[-103.88037305256543,18.89316459545063],[-103.8803017350988,18.893299568884274],[-103.88003858635702,18.893506357949118],[-103.8797665898384,18.89374255213982],[-103.88005645992732,18.89376371061575],[-103.88088581385998,18.893818523725376],[-103.8818445366507,18.893881807122654],[-103.8819739005922,18.893907132845086],[-103.88198726171764,18.894021061503043],[-103.88162155668361,18.894396499535826],[-103.88145210984901,18.89456107584694],[-103.88118011051357,18.894809955565346],[-103.88078326144696,18.895177021203473],[-103.88039092617954,18.895539754431987],[-103.88159925870694,18.89664086653025],[-103.8819739005922,18.896991022376064],[-103.88228156074578,18.897277958708923],[-103.88346318746395,18.89833681585931],[-103.88382438467184,18.898687007807055],[-103.88416328443971,18.89900341181259],[-103.88428371351539,18.899108876004718]]]}"
000000000000000001b1,0600900011092,1092,06,0001,009,1.6753249482648997E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.88338293137919,18.93420483895586],[-103.88312428943362,18.93402347078145],[-103.88278096800471,18.933753530279713],[-103.88208981503517,18.933243169654354],[-103.88186683466746,18.933074526933513],[-103.88106419684307,18.932441786432438],[-103.88096164429602,18.93237851721332],[-103.88017237274204,18.931750078199663],[-103.87960608206255,18.931311391329686],[-103.87905757868998,18.930885455742224],[-103.8785404001621,18.93048889620557],[-103.87779564882929,18.92995321296116],[-103.87668538671744,18.929109687392785],[-103.87621714691,18.928755352619024],[-103.87523616671952,18.928012973911546],[-103.87419272723812,18.92717358252457],[-103.87413919731806,18.928050967097466],[-103.87409460381392,18.928721628839888],[-103.87375572905054,18.928708993949012],[-103.8737067117263,18.92978871946221],[-103.87366211836358,18.93090226245034],[-103.87366211836358,18.931235507183928],[-103.87353727472131,18.93128186895079],[-103.87300657991884,18.932087485195808],[-103.87322954580632,18.932239381453506],[-103.87477686832659,18.933171498611078],[-103.87545462377014,18.932319514834937],[-103.87501319755116,18.932036942397758],[-103.87506221534501,18.93147167026895],[-103.87504443090874,18.930973995971154],[-103.87607894038061,18.930969814759226],[-103.87611017398224,18.930893826821666],[-103.87671210793407,18.931294526191746],[-103.87755046664361,18.931918823427576],[-103.87849129263644,18.932682229304646],[-103.87773769341904,18.93354688818781],[-103.87879894493992,18.934322978352867],[-103.87899519862671,18.93444948125851],[-103.87962395557622,18.934841742921886],[-103.87965067736833,18.934757403720436],[-103.88244649589646,18.936516215749908],[-103.88301279835947,18.93512433127747],[-103.88320454536635,18.934656183760318],[-103.88338293137919,18.93420483895586]]]}"
000000000000000001b2,0600900010164,0164,06,0001,009,1.674446647093494E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.87477686832659,18.933171498611078],[-103.8783397230336,18.935272026509345],[-103.87879894493992,18.934322978352867],[-103.87773769341904,18.93354688818781],[-103.87849129263644,18.932682229304646],[-103.87755046664361,18.931918823427576],[-103.87671210793407,18.931294526191746],[-103.87611017398224,18.930893826821666],[-103.87607894038061,18.930969814759226],[-103.87504443090874,18.930973995971154],[-103.87506221534501,18.93147167026895],[-103.87501319755116,18.932036942397758],[-103.87545462377014,18.932319514834937],[-103.87477686832659,18.933171498611078]]]}"
00000000000000000166,0600900110728,0728,06,0011,009,1.7479644824086599E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.92829051341644,18.94484609430259],[-103.92827714777309,18.94459727983976],[-103.92759939629168,18.944685873796722],[-103.92653369483419,18.94479549160993],[-103.92551252337874,18.94490934023817],[-103.92437992326671,18.945014815940898],[-103.92338107260437,18.94511178809663],[-103.92230646433434,18.9451919946651],[-103.92231088985152,18.945440785763854],[-103.92200322823689,18.945495601187258],[-103.92149491540555,18.945542009202324],[-103.9206030933669,18.9456179607943],[-103.92061645826338,18.946128240352742],[-103.92061194429158,18.946520504704143],[-103.92057627506863,18.94716994757478],[-103.92056742414626,18.947815221737248],[-103.92067443183602,18.947849026808775],[-103.92121398552767,18.94761700524125],[-103.92131647972651,18.947591731146137],[-103.92189170549736,18.947486302801998],[-103.92239559427786,18.947439872274316],[-103.92257845688532,18.94741034170161],[-103.92324733249569,18.94730496387134],[-103.92436655800387,18.947435708213764],[-103.92503986792943,18.947414595404396],[-103.92517812390567,18.94743989833216],[-103.92555261950575,18.94750317501569],[-103.92553040288647,18.94710248587372],[-103.92550358362575,18.946706049858992],[-103.92551694899926,18.946334934754418],[-103.92553925412878,18.9457528591367],[-103.92555713363998,18.94517085539391],[-103.9257265465498,18.945149797068254],[-103.92618583892227,18.945094959888635],[-103.92695280484466,18.945035938893742],[-103.92705539184034,18.94498954804006],[-103.92793831587146,18.944879832655033],[-103.92829051341644,18.94484609430259]]]}"
0000000000000000016c,0600900110380,0380,06,0011,009,1.762157151610212E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.92829051341644,18.94484609430259],[-103.92913334820075,18.94475335032679],[-103.9297308240051,18.944677427206642],[-103.92973533827663,18.94497684536083],[-103.93091250602248,18.944740675672755],[-103.93213429624646,18.944922005618064],[-103.93226361916822,18.94493893757704],[-103.93258909567058,18.944749098721864],[-103.93260697609908,18.94468166546835],[-103.93290572122609,18.94472799400296],[-103.93297264022354,18.944449654603723],[-103.9333828296047,18.944285200329947],[-103.93356119243855,18.943715819278093],[-103.93429695263845,18.94342475166776],[-103.93540723922764,18.942994558291943],[-103.93555444603932,18.94296081693651],[-103.93578627717044,18.94288914491732],[-103.93751639239426,18.942383072888983],[-103.93839929508655,18.94211732122151],[-103.93845727616143,18.94233665237138],[-103.94078937491352,18.941615475104193],[-103.94138247522427,18.941438311770344],[-103.94129324444705,18.941155740458793],[-103.94113275312525,18.940696002312976],[-103.9406378249157,18.94083934263518],[-103.93960778507626,18.94122743241855],[-103.93903699973276,18.941391892798475],[-103.93851525726073,18.941560596374927],[-103.93756994708835,18.941927501342814],[-103.93713292368953,18.942151116701364],[-103.93682974339497,18.942298729955702],[-103.9366468618236,18.942349290886384],[-103.93628127644891,18.942387255414562],[-103.93599137590427,18.94238726039127],[-103.93578627717044,18.942353489157032],[-103.93559897104106,18.942286080844568],[-103.93526454702659,18.9420034681833],[-103.93509963680742,18.941775695852552],[-103.93504608307508,18.941704038897893],[-103.93491675753636,18.94169136509322],[-103.93489896532597,18.94169139023833],[-103.93458676109333,18.941703999488563],[-103.93434156575117,18.94172932932071],[-103.93413195506159,18.941775715719906],[-103.93391791880032,18.941843191353065],[-103.93376628785406,18.94188959506697],[-103.93349878754978,18.941893830870622],[-103.93163931189564,18.942269150428345],[-103.93160363980901,18.942032947768357],[-103.93093481202793,18.942146853341928],[-103.93004301721048,18.94232819939994],[-103.929262668299,18.942353480776283],[-103.92891931972233,18.94236614624878],[-103.92875432860009,18.94237037346592],[-103.92786697362877,18.942505343406907],[-103.9278223626174,18.942927076903697],[-103.92515581883477,18.943450085582327],[-103.92506659858746,18.94304944560972],[-103.92447799424183,18.94310001924866],[-103.9243977141153,18.943601897366793],[-103.92437098358745,18.943610406521394],[-103.92402322166447,18.943673597214296],[-103.9231893578365,18.943833921311345],[-103.9231893578365,18.943989924599382],[-103.9231313832018,18.944124887436423],[-103.92208793247339,18.944344264954733],[-103.92222618547744,18.94487563173068],[-103.92328300241267,18.94469425693197],[-103.92338107260437,18.94511178809663],[-103.92437992326671,18.945014815940898],[-103.92551252337874,18.94490934023817],[-103.92653369483419,18.94479549160993],[-103.92759939629168,18.944685873796722],[-103.92827714777309,18.94459727983976],[-103.92829051341644,18.94484609430259]]]}"
0000000000000000016d,0600900110395,0395,06,0011,009,1.748099195584518E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.92338107260437,18.94511178809663],[-103.92328300241267,18.94469425693197],[-103.92222618547744,18.94487563173068],[-103.92208793247339,18.944344264954733],[-103.9231313832018,18.944124887436423],[-103.9231893578365,18.943989924599382],[-103.9231893578365,18.943833921311345],[-103.9231893578365,18.942741545346834],[-103.92099545540587,18.942749950206835],[-103.9208840219945,18.943985711293294],[-103.91654527005744,18.94455090583991],[-103.91653633088846,18.94461837006163],[-103.91651854105885,18.9447364405805],[-103.91643826558776,18.944728003131278],[-103.91442723433227,18.944614130586526],[-103.91268369180014,18.944512968719046],[-103.91263908572368,18.944504476913114],[-103.91256775143316,18.944504492619373],[-103.90862592580395,18.944272562935186],[-103.90877310390115,18.944529756047732],[-103.90860362342417,18.944521357194727],[-103.90793924427561,18.94448335990829],[-103.90787233748249,18.9444792231675],[-103.90683333935947,18.94441595732855],[-103.90654801450786,18.944415920435976],[-103.90647659488769,18.945343763888108],[-103.90638747528996,18.94620838661102],[-103.90528158290122,18.946128206406183],[-103.9051968890459,18.946790362701684],[-103.90450571126476,18.94685364282475],[-103.90448783449774,18.94698440740693],[-103.90447004623189,18.947161552653096],[-103.90432287275782,18.947224805412926],[-103.9042961461427,18.947376642824047],[-103.9043272976946,18.94744833467714],[-103.9078321580219,18.946984408454504],[-103.90811757404914,18.946849442196655],[-103.90875080149743,18.94682833847314],[-103.90953112228134,18.94687471643551],[-103.90999036044171,18.947127775621745],[-103.91024011442916,18.947182661203975],[-103.91067262710614,18.94725433332015],[-103.91154659539764,18.94734289082686],[-103.91234480988852,18.947347094444254],[-103.9132544561506,18.94731337113114],[-103.9141507441796,18.94725014937841],[-103.9152387414597,18.947119387807945],[-103.91593882399336,18.947119334174527],[-103.91638029380488,18.947228978273206],[-103.916830615718,18.947342914029605],[-103.91787854035758,18.947671855333958],[-103.91879716263645,18.947891162938408],[-103.91953735769901,18.948030299410092],[-103.91954178312692,18.948460555819736],[-103.92076356071988,18.948097847610754],[-103.92067443183602,18.947849026808775],[-103.92056742414626,18.947815221737248],[-103.92057627506863,18.94716994757478],[-103.92061194429158,18.946520504704143],[-103.92061645826338,18.946128240352742],[-103.9206030933669,18.9456179607943],[-103.92149491540555,18.945542009202324],[-103.92200322823689,18.945495601187258],[-103.92231088985152,18.945440785763854],[-103.92230646433434,18.9451919946651],[-103.92338107260437,18.94511178809663]]]}"
0000000000000000016e,0600900110408,0408,06,0011,009,1.7427289747363968E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.90787233748249,18.9444792231675],[-103.9078990647954,18.94417971434958],[-103.90801500121307,18.9432434374421],[-103.9050184745753,18.943040994106823],[-103.9043272976946,18.942994638995987],[-103.90313672936043,18.942914483764305],[-103.90318133234337,18.94302834736221],[-103.90314124275685,18.943791681151556],[-103.90292716633348,18.943779037930863],[-103.90270866536024,18.943825446417453],[-103.90232078053036,18.943909828921093],[-103.90224936311475,18.94390558910311],[-103.90229847917725,18.943386807157164],[-103.90154041232682,18.943374172984754],[-103.90150474806637,18.943854947917753],[-103.90113907931159,18.94382969800356],[-103.90115244231036,18.943289861472458],[-103.90036323114953,18.94325608433689],[-103.90034535492343,18.94325185495261],[-103.90029181475524,18.943251843443047],[-103.90029632805785,18.943365739642505],[-103.89934207759978,18.943374211879373],[-103.89934650237558,18.94368626059256],[-103.89842792199003,18.943707362613793],[-103.89831650692713,18.94371582786531],[-103.89816482683642,18.943686286212866],[-103.89808013738401,18.943673651161983],[-103.8973844823298,18.94348383209183],[-103.89736669498706,18.943479595609112],[-103.89721510444346,18.94357661519695],[-103.89704112507738,18.94369050270491],[-103.89703670037613,18.94372001984795],[-103.89681378411305,18.943812790239598],[-103.89590407006072,18.945200373835924],[-103.89587292042599,18.945246822549098],[-103.89610919766213,18.94554197158877],[-103.89180175962471,18.949160589630687],[-103.89218076554339,18.949392573912252],[-103.8933623893858,18.949848039096704],[-103.89356751317497,18.949928160986246],[-103.89446384933908,18.950341515329033],[-103.8972953686508,18.951653107692437],[-103.89810243804978,18.950872875265016],[-103.8990165914851,18.950181274139027],[-103.8998949986904,18.949670936597055],[-103.90045234682643,18.949367273001673],[-103.90049252412177,18.949358808621714],[-103.9005504891832,18.94935041131066],[-103.90196847267424,18.94869670049803],[-103.90390374339401,18.94780258685156],[-103.9043764145025,18.947570635860544],[-103.9043272976946,18.94744833467714],[-103.9042961461427,18.947376642824047],[-103.90432287275782,18.947224805412926],[-103.90447004623189,18.947161552653096],[-103.90448783449774,18.94698440740693],[-103.90450571126476,18.94685364282475],[-103.9051968890459,18.946790362701684],[-103.90528158290122,18.946128206406183],[-103.90638747528996,18.94620838661102],[-103.90647659488769,18.945343763888108],[-103.90654801450786,18.944415920435976],[-103.90683333935947,18.94441595732855],[-103.90787233748249,18.9444792231675]]]}"
0000000000000000016f,0600900110427,0427,06,0011,009,1.7625908217104846E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.94138247522427,18.941438311770344],[-103.94164113857799,18.942277579566404],[-103.94170354716015,18.94282168196314],[-103.94209145475484,18.94434424666032],[-103.94232781158418,18.945027448174688],[-103.94333998995144,18.944820805703017],[-103.94354509994304,18.94442436347695],[-103.94411590397935,18.943766451469816],[-103.94406234673825,18.943610373846937],[-103.94408465487581,18.943353089949625],[-103.94416494649606,18.943108501451604],[-103.94411147776029,18.9420245341446],[-103.94399108465637,18.940915341942222],[-103.94395983558117,18.94067065607637],[-103.94392416030001,18.940379661040524],[-103.94387511786904,18.940076028077122],[-103.94383944260983,18.939780776608426],[-103.94373241688767,18.939527678092443],[-103.94370116787117,18.93916078938924],[-103.94332219665193,18.93758755335407],[-103.9431839224327,18.937068752635344],[-103.94317949624359,18.93683257697496],[-103.94310814609487,18.936617464334976],[-103.94309920519795,18.9364487646067],[-103.94301448801534,18.93621675708628],[-103.9428985220505,18.936001674602824],[-103.94280043793664,18.935525039003533],[-103.94288966969079,18.935111725529342],[-103.94262657781988,18.934833362298495],[-103.94245714408841,18.9348755379339],[-103.94239464664136,18.934888192837736],[-103.9404951272899,18.93536051573827],[-103.93991097149205,18.935567221061227],[-103.93939816636238,18.93579500531345],[-103.93901911846838,18.935997434077127],[-103.93862670496908,18.9363264551296],[-103.9382878475624,18.936693343243736],[-103.93801582392105,18.937018159586717],[-103.93778841504817,18.937330265803602],[-103.93727561782875,18.937908080934434],[-103.93661570293538,18.93868839505797],[-103.93538050655836,18.940143434131024],[-103.93493463826753,18.940670661763665],[-103.93455560267181,18.941083983224093],[-103.93449319733176,18.941151525817556],[-103.93442627759431,18.94121054383724],[-103.93439503069102,18.94123589345954],[-103.9339669576827,18.941666076539324],[-103.93380647490702,18.94177567744897],[-103.93349878754978,18.941893830870622],[-103.93376628785406,18.94188959506697],[-103.93391791880032,18.941843191353065],[-103.93413195506159,18.941775715719906],[-103.93434156575117,18.94172932932071],[-103.93458676109333,18.941703999488563],[-103.93489896532597,18.94169139023833],[-103.93491675753636,18.94169136509322],[-103.93504608307508,18.941704038897893],[-103.93509963680742,18.941775695852552],[-103.93526454702659,18.9420034681833],[-103.93559897104106,18.942286080844568],[-103.93578627717044,18.942353489157032],[-103.93599137590427,18.94238726039127],[-103.93628127644891,18.942387255414562],[-103.9366468618236,18.942349290886384],[-103.93682974339497,18.942298729955702],[-103.93713292368953,18.942151116701364],[-103.93756994708835,18.941927501342814],[-103.93851525726073,18.941560596374927],[-103.93903699973276,18.941391892798475],[-103.93960778507626,18.94122743241855],[-103.9406378249157,18.94083934263518],[-103.94113275312525,18.940696002312976],[-103.94129324444705,18.941155740458793],[-103.94138247522427,18.941438311770344]]]}"
00000000000000000170,0600900111158,1158,06,0011,009,1.76237946480513E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.92829051341644,18.94484609430259],[-103.92793831587146,18.944879832655033],[-103.92705539184034,18.94498954804006],[-103.92695280484466,18.945035938893742],[-103.92618583892227,18.945094959888635],[-103.9257265465498,18.945149797068254],[-103.92555713363998,18.94517085539391],[-103.92553925412878,18.9457528591367],[-103.92551694899926,18.946334934754418],[-103.92550358362575,18.946706049858992],[-103.92553040288647,18.94710248587372],[-103.92555261950575,18.94750317501569],[-103.92621256980334,18.94752848330879],[-103.92623044940218,18.946465609338002],[-103.92693943933146,18.946453037683394],[-103.9281968654262,18.94639399553547],[-103.92930276552052,18.946296909150796],[-103.92928488552185,18.946102981259635],[-103.92924036256495,18.945647415187665],[-103.92918681111506,18.945221449163938],[-103.92913334820075,18.94475335032679],[-103.92829051341644,18.94484609430259]]]}"
00000000000000000163,0600900250287,0287,06,0025,009,1.578006888320369E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.72110733446294,18.746338885095028],[-103.7210850629819,18.74633042845177],[-103.72026013701121,18.74595461979409],[-103.7192389292022,18.745464775767125],[-103.71828030012705,18.744983401774356],[-103.71770054807635,18.74466670742038],[-103.71724576263574,18.74441754085321],[-103.71573860097776,18.743526566820993],[-103.71572516792588,18.743518162390675],[-103.71539526320124,18.74399112424289],[-103.71492705264579,18.744666658228116],[-103.7147174277654,18.744983360163832],[-103.71447669538328,18.74537191315359],[-103.71417790149998,18.746136164486508],[-103.71416455697954,18.746482375178203],[-103.71421360472678,18.746625974253615],[-103.71428041574121,18.74714531747955],[-103.71420909763575,18.7474831507806],[-103.71411550925032,18.74763512642186],[-103.71396385908815,18.747795583402237],[-103.71395051458914,18.74786318839758],[-103.71386125671607,18.74795603435935],[-103.71360709304035,18.748192493304206],[-103.71335292984892,18.748420525819764],[-103.7128491119639,18.748720320415362],[-103.71265734175522,18.74896527365827],[-103.71266176042052,18.749201688254075],[-103.7126439973869,18.749307231128206],[-103.71263056464663,18.749484655068734],[-103.71263949034889,18.749607020510037],[-103.71267519316392,18.749670362450768],[-103.71288030778891,18.74993223046725],[-103.7132726864941,18.750215137287977],[-103.71425372668118,18.750882209839002],[-103.71541302660123,18.751688773419772],[-103.71583669764762,18.7519462842778],[-103.71682659429489,18.75253745833565],[-103.71713873892618,18.752723243187862],[-103.71754005618541,18.752955443837447],[-103.7180126947517,18.752047600117564],[-103.71848542336882,18.751093363450078],[-103.71899818866358,18.750181303884283],[-103.7194529800751,18.74938753427891],[-103.72007286344083,18.748255887092366],[-103.72058563483293,18.74731004477844],[-103.72110733446294,18.746338885095028]]]}"
00000000000000000164,0600900250291,0291,06,0025,009,1.5825495195465452E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.72110733446294,18.746338885095028],[-103.72058563483293,18.74731004477844],[-103.72007286344083,18.748255887092366],[-103.7194529800751,18.74938753427891],[-103.71899818866358,18.750181303884283],[-103.71848542336882,18.751093363450078],[-103.7180126947517,18.752047600117564],[-103.71754005618541,18.752955443837447],[-103.71713873892618,18.752723243187862],[-103.71712539410963,18.752816128594443],[-103.71710303491666,18.753213040144235],[-103.71705398610726,18.754057479953676],[-103.71697824771087,18.75433196073347],[-103.7173706384681,18.754551519097983],[-103.71758017914006,18.754673965980658],[-103.71807517720052,18.754935746640445],[-103.71883318796513,18.755349524607663],[-103.71966703129122,18.755788617584376],[-103.72048753467278,18.75619401445039],[-103.72107613671473,18.755129940671264],[-103.72169152027263,18.75404055319671],[-103.72180738556823,18.753867491224245],[-103.72234252368794,18.752875257768977],[-103.7228018338717,18.752051871225113],[-103.7232610572547,18.751220067852685],[-103.72388086991708,18.750117952726097],[-103.72420637656374,18.74959021817577],[-103.72418861199374,18.749091904304276],[-103.72415732514483,18.748040502939258],[-103.72406372978467,18.748002490192434],[-103.72326556465138,18.74751268813095],[-103.72252087407776,18.747065117955753],[-103.72244062521085,18.74702291895186],[-103.72183416451813,18.74671044705386],[-103.72110733446294,18.746338885095028]]]}"
00000000000000000171,0600900250304,0304,06,0025,009,1.5831118262134828E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.72420637656374,18.74959021817577],[-103.72388086991708,18.750117952726097],[-103.7232610572547,18.751220067852685],[-103.7228018338717,18.752051871225113],[-103.72234252368794,18.752875257768977],[-103.72180738556823,18.753867491224245],[-103.72169152027263,18.75404055319671],[-103.72107613671473,18.755129940671264],[-103.72048753467278,18.75619401445039],[-103.7212589043632,18.75660359062655],[-103.7219723899423,18.756983581815696],[-103.72266802658565,18.75735930770843],[-103.7233368875957,18.757709789549107],[-103.72370251771123,18.757899828158198],[-103.72403253134587,18.75807291148881],[-103.72432233242205,18.75822485792467],[-103.72460329600524,18.75837267107609],[-103.7247325977836,18.758136249828674],[-103.72496000306036,18.758275538547448],[-103.72533456416959,18.758410712618623],[-103.72572247200333,18.757857560295292],[-103.72584293666115,18.75768441856774],[-103.72518740872418,18.757063755014006],[-103.72482177454441,18.75648530557964],[-103.72474152429514,18.75637135156494],[-103.72458544300126,18.75602505595375],[-103.72447841340853,18.755678838232704],[-103.72434460444295,18.754572597713885],[-103.72519191618588,18.754994867255338],[-103.72594987896491,18.755370644663802],[-103.72672578771387,18.75574215559924],[-103.72709142710394,18.755121481360987],[-103.72757302617381,18.754374127803118],[-103.72802784678237,18.75350858284608],[-103.72814822513485,18.753234158278307],[-103.72828645709183,18.752980758059433],[-103.72859420931513,18.752410785272456],[-103.72911585183589,18.75143118136599],[-103.72836229028498,18.75108072265646],[-103.72757753371596,18.750713331601403],[-103.726779347591,18.75033336331796],[-103.72600785763811,18.74997437764649],[-103.72643147392071,18.749150994556885],[-103.72425542800067,18.748078535363547],[-103.72415732514483,18.748040502939258],[-103.72418861199374,18.749091904304276],[-103.72420637656374,18.74959021817577]]]}"
00000000000000000172,0600900250658,0658,06,0025,009,1.5840734439913294E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.71697824771087,18.75433196073347],[-103.71695588854254,18.754454344367648],[-103.71680874233068,18.75523972899612],[-103.7167463488508,18.75572530444927],[-103.71668386702412,18.756193945301284],[-103.7165813509362,18.75695818920565],[-103.71655015424577,18.757181996105835],[-103.71648767251094,18.757452213087156],[-103.71642527918117,18.7575873306297],[-103.71630040423342,18.757768870439445],[-103.71610871743911,18.757887075034354],[-103.71619338128203,18.757929303091753],[-103.71702729649243,18.758334696920453],[-103.71755790824744,18.75860491725376],[-103.71756683427935,18.758609132405972],[-103.7175935240021,18.758626042119534],[-103.7176738583322,18.758676662811705],[-103.71877079353885,18.759212932739924],[-103.72039836080597,18.760044678856023],[-103.7208308855486,18.759930649318253],[-103.72179404028498,18.75965626492054],[-103.72176726134312,18.759643531709067],[-103.72224884121982,18.759516893478153],[-103.72264124746853,18.75941560106924],[-103.72279732649066,18.75935219390036],[-103.72247624226807,18.759179153851804],[-103.7233368875957,18.757709789549107],[-103.72266802658565,18.75735930770843],[-103.7219723899423,18.756983581815696],[-103.7212589043632,18.75660359062655],[-103.72048753467278,18.75619401445039],[-103.71966703129122,18.755788617584376],[-103.71883318796513,18.755349524607663],[-103.71807517720052,18.754935746640445],[-103.71758017914006,18.754673965980658],[-103.7173706384681,18.754551519097983],[-103.71697824771087,18.75433196073347]]]}"
00000000000000000191,0600900250840,0840,06,0025,009,1.599139702873157E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.72415732514483,18.748040502939258],[-103.72412170763934,18.746921573030367],[-103.72410827374394,18.74646977279037],[-103.72409492823078,18.746022135275258],[-103.72408600176246,18.745773028209268],[-103.72399240645228,18.745751867392176],[-103.72310948508209,18.74554500704427],[-103.72287315656837,18.745473251618378],[-103.72282410563906,18.74568852824337],[-103.72281959825727,18.745697023348313],[-103.72269922470574,18.746119298178037],[-103.7225832702565,18.746558452656313],[-103.72252087407776,18.747065117955753],[-103.72326556465138,18.74751268813095],[-103.72406372978467,18.748002490192434],[-103.72415732514483,18.748040502939258]]]}"
0000000000000000019b,0600900251088,1088,06,0025,009,1.5856970794727562E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.7233368875957,18.757709789549107],[-103.72247624226807,18.759179153851804],[-103.72279732649066,18.75935219390036],[-103.72289542834764,18.75933957698795],[-103.72331010834449,18.759326924326935],[-103.72372478962879,18.75931001297721],[-103.72405480331844,18.759293099426944],[-103.72460329600524,18.75837267107609],[-103.72432233242205,18.75822485792467],[-103.72403253134587,18.75807291148881],[-103.72370251771123,18.757899828158198],[-103.7233368875957,18.757709789549107]]]}"
