system:index,CVEGEO,CVE_AGEB,CVE_ENT,CVE_LOC,CVE_MUN,mean,.geo
0000000000000000006a,060020001077A,077A,06,0001,002,1.8472462333377713E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.72123221390763,19.243500939347367],[-103.72167808662167,19.242882057221735],[-103.72168259396491,19.24287789584626],[-103.72169152027263,19.242869402186074],[-103.72186536244344,19.242747310500917],[-103.72194561096468,19.24262522493917],[-103.72263232109736,19.241644345333384],[-103.72263232109736,19.241640082379003],[-103.72315853611622,19.24086971619931],[-103.72315853611622,19.240865453259822],[-103.72359106979864,19.240263487977316],[-103.72359548882592,19.240259244537544],[-103.72390323024513,19.239791896740922],[-103.72455866349974,19.238848839645414],[-103.72455424444061,19.23884464607614],[-103.72455424444061,19.238840471986297],[-103.72372037059722,19.23823419627437],[-103.72371595156582,19.2382300026672],[-103.7231451023177,19.237830028470142],[-103.72314068330532,19.237825834837068],[-103.72224884121982,19.237194288740284],[-103.72143283434994,19.236592233123076],[-103.72080861411365,19.236137596361363],[-103.72080410679989,19.236133320524264],[-103.71959120303418,19.235278709332526],[-103.71895806528268,19.236137547413026],[-103.71869496579093,19.236487017591028],[-103.71837389143352,19.236916469533703],[-103.71836947257904,19.23691644984773],[-103.71803947294048,19.23734586974997],[-103.71803947294048,19.237350043910872],[-103.71744637708719,19.238112062230567],[-103.71744637708719,19.238116325219117],[-103.71630040423342,19.239594062326663],[-103.71629598544762,19.23959821682373],[-103.71579206807266,19.240250801606198],[-103.71553348195793,19.240596026595597],[-103.7155289748223,19.240600276628328],[-103.71549777837791,19.24062547053539],[-103.71547100069917,19.240654947201694],[-103.7155111230317,19.240684495034298],[-103.71553790071849,19.240709727375172],[-103.71554240785443,19.240713914606985],[-103.71625586287907,19.241130713397403],[-103.71626028166355,19.24113073308623],[-103.7165724249702,19.24130756864687],[-103.7170674192929,19.24158961495841],[-103.71707183810427,19.24159380883286],[-103.71799934984776,19.242040078436755],[-103.71834711317764,19.242208519683743],[-103.71861471922348,19.242334734338193],[-103.71881091686345,19.24242738373431],[-103.71905165706436,19.242545247012977],[-103.71905616431894,19.24254525988764],[-103.71961798153961,19.242818933232783],[-103.71962248881334,19.24281894608679],[-103.72025562971595,19.24310940141978],[-103.72026013701121,19.24311358843935],[-103.72110291551799,19.2434841192802],[-103.72122328763064,19.2435051700313],[-103.72123221390763,19.243500939347367]]]}"
0000000000000000006b,0600200010939,0939,06,0001,002,1.8640921914480648E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.71803947294048,19.23734586974997],[-103.71836947257904,19.23691644984773],[-103.71837389143352,19.236916469533703],[-103.71869496579093,19.236487017591028],[-103.71869054692583,19.23648282376463],[-103.7174910072154,19.235712347873914],[-103.71748658839017,19.235708153993574],[-103.71570740448436,19.23455457347236],[-103.71570289734285,19.234550297409108],[-103.71483337538197,19.23399461993812],[-103.7141467053715,19.233569376637448],[-103.71414219828273,19.23356510050297],[-103.71366506635351,19.23325778949095],[-103.71366064765499,19.23325776961733],[-103.71310769287538,19.232895729878685],[-103.7131032741953,19.23289570998384],[-103.71262614598237,19.23259674256365],[-103.71262614598237,19.232601005561285],[-103.71232735624434,19.233047316801944],[-103.71232735624434,19.23305149099553],[-103.71200187856623,19.233544057169272],[-103.71145334928902,19.234356670792682],[-103.71145334928902,19.234360845010734],[-103.71092276181437,19.235139771523922],[-103.71091825483454,19.23513975830331],[-103.71038316252738,19.235931285341664],[-103.70987043034451,19.236689056051294],[-103.70979902622591,19.23679856495446],[-103.70978568214363,19.236815386535408],[-103.71033411618882,19.236853254254722],[-103.71033862314889,19.23685326746833],[-103.71049910637602,19.236865955901568],[-103.71050361334169,19.236865880296165],[-103.71110560392857,19.23690802923134],[-103.71111452952877,19.236907973504557],[-103.71183688651963,19.236945868941458],[-103.71184581216878,19.236950076222996],[-103.71209104682208,19.236966987900296],[-103.71218914080966,19.2369753510965],[-103.71219355945945,19.236975370961233],[-103.7122693835126,19.236979562772103],[-103.71250569325086,19.23699217767758],[-103.71251461894478,19.236992210680075],[-103.71267068612487,19.237009051046773],[-103.71267961182981,19.237009084039116],[-103.71415563117523,19.237135324433503],[-103.71416455697954,19.237135357335177],[-103.71489134922804,19.237202743081358],[-103.71490027508159,19.2372026871252],[-103.71599276871423,19.237295324597774],[-103.71606408777316,19.23730376435626],[-103.71606859492687,19.23730377739379],[-103.71614433280699,19.237295362491697],[-103.71627362639362,19.237282703585294],[-103.71642086039121,19.23728271475815],[-103.71649659847127,19.237282736869226],[-103.7165055244322,19.237282680817074],[-103.71659469569836,19.23728692284285],[-103.71785220248543,19.237337443538095],[-103.71803505409706,19.23734585006024],[-103.71803947294048,19.23734586974997]]]}"
0000000000000000006c,0600200010981,0981,06,0001,002,1.886783848799086E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.70628975534584,19.264393620433935],[-103.70734656540748,19.264894494945988],[-103.707355490756,19.264898702040696],[-103.70854159535939,19.265399691578562],[-103.70971436644174,19.265904791377796],[-103.70974105459338,19.265913244257522],[-103.70977233806268,19.265871075707448],[-103.71003091300808,19.265521727346787],[-103.71016470762306,19.265365984797405],[-103.71062848286275,19.264827135415604],[-103.71063290146081,19.264822980410216],[-103.71084251992173,19.2645746109413],[-103.71102085494257,19.264381022371566],[-103.71111452952877,19.264208433478146],[-103.71117692037457,19.264094711047893],[-103.71131071613948,19.26384641938798],[-103.71138203269518,19.263661141066336],[-103.71148012616125,19.263412809360357],[-103.71150690303884,19.26333279139267],[-103.71151132166601,19.263328636408662],[-103.71156036843757,19.263189726702873],[-103.7116317734994,19.2629834808208],[-103.71168082031527,19.262848745790297],[-103.71167631330981,19.262848732985134],[-103.71113229235867,19.262840331590663],[-103.71112787374405,19.262840312054312],[-103.71021817248364,19.262789791958056],[-103.71021375389931,19.26278977239441],[-103.70973663602486,19.262726632997822],[-103.70973212908511,19.262722445613317],[-103.70894288675227,19.26253300044628],[-103.70861741733577,19.262368894967057],[-103.70861291043387,19.262364618713264],[-103.70805555807355,19.26226786624874],[-103.70739110378626,19.263240204642894],[-103.70725740032483,19.263433864046434],[-103.70719942979764,19.2635180284001],[-103.70628975534584,19.264393620433935]]]}"
0000000000000000006d,0600200011547,1547,06,0001,002,1.8120143646407105E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.67939690001347,19.25953585492772],[-103.67817509662773,19.25922437340117],[-103.67805025756287,19.25919492730516],[-103.67801014652237,19.259161192268294],[-103.67607042994372,19.258618156639766],[-103.67606150669454,19.2586139471825],[-103.67606150669454,19.258618210932983],[-103.67608827644395,19.259304334722238],[-103.67609719969494,19.25979265850934],[-103.67608377064415,19.260213567979182],[-103.67582066754167,19.260562968993234],[-103.67543723413559,19.261122862994778],[-103.67540604708931,19.261299685975974],[-103.67505821925391,19.261653287472768],[-103.6748040413488,19.262158353501032],[-103.67595451609981,19.262427824483407],[-103.67685073064965,19.26262568331782],[-103.67726994980508,19.26270983364331],[-103.67727436729533,19.262709854166033],[-103.67776488632687,19.262027872509783],[-103.67800564065733,19.26164907205662],[-103.67825540717101,19.261303876783415],[-103.67848723897882,19.260925043002764],[-103.6787369180478,19.260537750940014],[-103.67897325659419,19.260188334003352],[-103.67939690001347,19.25953585492772]]]}"
0000000000000000006e,0600200011405,1405,06,0001,002,1.866626241707712E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.69386670203076,19.262680389032454],[-103.69381766177425,19.26268881803306],[-103.69375519069891,19.262705638584276],[-103.6936259189629,19.26265931121125],[-103.69350548341208,19.262697229047724],[-103.69371507491776,19.262848758228497],[-103.69380873733313,19.262920348944775],[-103.69401382290874,19.26308865191478],[-103.69413867697065,19.263198112632853],[-103.69423675773842,19.26300031978997],[-103.69468713494896,19.263374909189626],[-103.69534268966977,19.263930580719165],[-103.69651092640798,19.26492822544567],[-103.69672052264794,19.26510923784605],[-103.69690776341297,19.265269207947888],[-103.6976123707102,19.265614360265698],[-103.69773722814855,19.265677450553177],[-103.69792888852064,19.265774285126707],[-103.69817418592322,19.265892184382153],[-103.69925328779,19.266430953736723],[-103.70064450441407,19.26712126030307],[-103.70064901104641,19.26712553688026],[-103.70067127911437,19.267100218982076],[-103.70071139699225,19.267053915737183],[-103.70077387133274,19.26697820204196],[-103.70136689301728,19.266266820526237],[-103.70297215614256,19.264338894817097],[-103.70369897573933,19.263446466341264],[-103.70471564615661,19.262297274420266],[-103.7047112277547,19.262297343510642],[-103.70381491377306,19.262389925988487],[-103.70286514389007,19.261817383086417],[-103.70286072554954,19.26181318869394],[-103.70199119898521,19.261249111924023],[-103.70198669230744,19.26124492420154],[-103.70109490330705,19.260765045884284],[-103.70085852543636,19.26064718289714],[-103.70010945336332,19.260200961824296],[-103.69878504557646,19.259409543116462],[-103.69878504557646,19.259413806569956],[-103.69874492827904,19.259443231619503],[-103.69792888852064,19.258988666848357],[-103.69771045403832,19.25887076792699],[-103.6976524876663,19.2588286243371],[-103.69764798113539,19.258832874522113],[-103.6976212070431,19.258870790616854],[-103.69758559662509,19.258925454139373],[-103.69704605135806,19.259674759361786],[-103.69697023596845,19.259779994318606],[-103.69681860531881,19.259994727833508],[-103.69668933060649,19.2601125469807],[-103.69635487815701,19.260192554603137],[-103.69599365278323,19.260394593237084],[-103.6958643788723,19.260664033141996],[-103.69561016116496,19.260929187464228],[-103.6953693749418,19.261101834751233],[-103.69507062390699,19.26125756311177],[-103.69466486788212,19.26173327073972],[-103.69457120486403,19.2618427031188],[-103.69430815351393,19.262154183974083],[-103.69387562647579,19.262667720576168],[-103.69386670203076,19.262680389032454]]]}"
0000000000000000006f,0600200010341,0341,06,0001,002,1.8595010073351985E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.71533278200721,19.249596877878272],[-103.71537290429818,19.24955048821318],[-103.71570289734285,19.249150620794783],[-103.71572516792588,19.249121129920184],[-103.71572967506813,19.249116879677576],[-103.71576979747846,19.249066404587882],[-103.71609086557095,19.24867067960469],[-103.71611313621871,19.248645451889136],[-103.71611313621871,19.248641188776563],[-103.71679981634948,19.247862432161888],[-103.71679981634948,19.24785816906643],[-103.71710754210545,19.247462482349928],[-103.71726803347626,19.2472561423805],[-103.71727254067063,19.247251980972372],[-103.71785220248543,19.246452049340196],[-103.7184942610856,19.24558902946563],[-103.7190204597965,19.244869188497923],[-103.71902496705005,19.24486920134052],[-103.71937724031743,19.244385051848628],[-103.71977856430696,19.243820886666015],[-103.71977856430696,19.243816712464103],[-103.72026013701121,19.24311358843935],[-103.72025562971595,19.24310940141978],[-103.71962248881334,19.24281894608679],[-103.71961798153961,19.242818933232783],[-103.71905616431894,19.24254525988764],[-103.71905165706436,19.242545247012977],[-103.71881091686345,19.24242738373431],[-103.71861471922348,19.242334734338193],[-103.71834711317764,19.242208519683743],[-103.71799934984776,19.242040078436755],[-103.71707183810427,19.24159380883286],[-103.7170674192929,19.24158961495841],[-103.7165724249702,19.24130756864687],[-103.71626028166355,19.24113073308623],[-103.71625586287907,19.241130713397403],[-103.71554240785443,19.240713914606985],[-103.71553790071849,19.240709727375172],[-103.7155111230317,19.240684495034298],[-103.71547100069917,19.240654947201694],[-103.71543980426833,19.24069710446284],[-103.71541302660123,19.240734929593238],[-103.71483337538197,19.241480127596652],[-103.71482895664474,19.24148437092894],[-103.71385241930615,19.24273468536154],[-103.71384791222731,19.242738935419],[-103.71262163894497,19.244313474685363],[-103.712617220281,19.24431762923611],[-103.71255924742327,19.244401875741925],[-103.71245664613163,19.24454502028137],[-103.71225603918312,19.2445534134696],[-103.71214009380685,19.244561861758793],[-103.71213558678588,19.244561848707882],[-103.71205985118168,19.24457870104183],[-103.71178783964638,19.244641807719965],[-103.71128835792108,19.2448522991454],[-103.71118584597954,19.24489445382431],[-103.71118133899083,19.244894440749842],[-103.71111894814297,19.244923868381232],[-103.71026721877953,19.245340687066523],[-103.70998186679911,19.24547958771371],[-103.70951809380867,19.245732217898215],[-103.7095315262354,19.245744787009546],[-103.7103386231489,19.24642681325102],[-103.71034304173737,19.246431007390136],[-103.71065967816828,19.24608163428045],[-103.71065967816828,19.246077371120347],[-103.71183688651963,19.246923571562924],[-103.71184130515776,19.246927765636773],[-103.71202414853138,19.247058295702978],[-103.71214451245501,19.247155112788867],[-103.7129605509077,19.24779078919986],[-103.71296505795654,19.247795065326887],[-103.71375874279694,19.248401258931043],[-103.71376316149873,19.24840545291775],[-103.71443648498735,19.248923263480293],[-103.71444099208607,19.248923276401182],[-103.71533278200721,19.249596877878272]]]}"
00000000000000000070,0600200011212,1212,06,0001,002,1.8314403461647057E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.70668211465484,19.22299720386026],[-103.70667769618771,19.222997183641333],[-103.70603560610363,19.222849771391598],[-103.70603109928904,19.222845583676808],[-103.70554948958834,19.222731917254418],[-103.70554507115877,19.222731896998923],[-103.70440803736558,19.222433008759765],[-103.70429209881566,19.222635054357934],[-103.70421177254717,19.222828716338523],[-103.70414045982797,19.222917162489857],[-103.70413604144511,19.222921405209686],[-103.70393977702743,19.223266667802704],[-103.70393977702743,19.22327084200963],[-103.70377037658963,19.22358662530253],[-103.70358754453828,19.223915061772516],[-103.70358754453828,19.223919235990536],[-103.70340913109645,19.22424343014217],[-103.70323522461345,19.224555026797557],[-103.70443472445463,19.22473185988476],[-103.70443923121523,19.22473187344488],[-103.70444364960811,19.224731893704714],[-103.70510358241559,19.224820317208874],[-103.70510808919882,19.22482033074795],[-103.70563423509572,19.224900333872537],[-103.70564316032954,19.224900278804654],[-103.70570113017973,19.224790817733208],[-103.70579480102754,19.224613994038908],[-103.705955278784,19.22433192422543],[-103.70598205455184,19.22428975067043],[-103.7059999050667,19.224251895194975],[-103.70617381515852,19.22393186131326],[-103.70635665075893,19.223595076041224],[-103.70643688995132,19.223443517398547],[-103.70647259110531,19.223384503401807],[-103.70651712919202,19.22329613301831],[-103.70668211465484,19.22299720386026]]]}"
00000000000000000071,0600200010356,0356,06,0001,002,1.8615926763912387E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.70605336825675,19.24802655709462],[-103.7062362036919,19.247900324851628],[-103.70658402471928,19.247660317395713],[-103.70658853155257,19.24765606733643],[-103.70696754794106,19.24739512906506],[-103.70706113130947,19.24733198173788],[-103.70706563815891,19.247331906082728],[-103.70716372844893,19.247260423098915],[-103.70728859484151,19.24716772309621],[-103.70737334145484,19.24710879922344],[-103.7075383279776,19.247007813514337],[-103.70754274647325,19.247003570163574],[-103.70841672779297,19.246439496151076],[-103.70851481907734,19.246380536154632],[-103.70951809380867,19.24573639225412],[-103.70951809380867,19.245732217898215],[-103.70998186679911,19.24547958771371],[-103.71026721877953,19.245340687066523],[-103.71111894814297,19.244923868381232],[-103.71118133899083,19.244894440749842],[-103.71118584597954,19.24489445382431],[-103.71128835792108,19.2448522991454],[-103.71178783964638,19.244641807719965],[-103.71205985118168,19.24457870104183],[-103.71213558678588,19.244561848707882],[-103.71214009380685,19.244561861758793],[-103.71225603918312,19.2445534134696],[-103.71245664613163,19.24454502028137],[-103.71230508622855,19.24442712462599],[-103.71220248513247,19.2443471656863],[-103.71220248513247,19.24434290256439],[-103.71209997248823,19.244267111115928],[-103.71183237950892,19.244065035391493],[-103.71167631330981,19.243947214529133],[-103.71167631330981,19.243942951404183],[-103.71154260555066,19.243841906355414],[-103.71150690303884,19.243816640202613],[-103.71148012616125,19.24379567003565],[-103.71100751073803,19.243442007631987],[-103.71099407816259,19.243429349864922],[-103.71098965955254,19.243425155741203],[-103.71094503159931,19.243391507850458],[-103.71040552059401,19.242983148657938],[-103.71040101363165,19.242978872400865],[-103.71021817248364,19.242839989987594],[-103.71021375389931,19.24283997014692],[-103.70987484891747,19.242583174908738],[-103.70947797327898,19.242280065302413],[-103.70939331369871,19.24221686011989],[-103.7092862962895,19.24213270398697],[-103.70928178936501,19.24213269081707],[-103.70925501293426,19.24211163123781],[-103.70866195613921,19.241661143473703],[-103.70832756199441,19.241408530521124],[-103.70826959100177,19.24136230541182],[-103.70826508411163,19.241362292200886],[-103.70823839625551,19.241341225641914],[-103.70800651259134,19.241164407008572],[-103.70752047725667,19.24079815880718],[-103.70751597039185,19.240793882416924],[-103.7072216989606,19.24057081643469],[-103.70682483122152,19.24026769630718],[-103.7067668608825,19.24022555584547],[-103.7067668608825,19.24022973018325],[-103.70649927860788,19.240621284975767],[-103.70633880019628,19.240861275261576],[-103.70633429337143,19.240865525152053],[-103.70626297951618,19.240970765769188],[-103.70613811408457,19.24115600776781],[-103.70613811408457,19.24116018212305],[-103.70580814471028,19.241644311652657],[-103.70558077207383,19.24196851433908],[-103.70537116188756,19.24228426426524],[-103.70536674346391,19.242284244275993],[-103.70511701439742,19.24263785499389],[-103.70494752409452,19.242877820459135],[-103.70476469042765,19.243122084875115],[-103.70458194537964,19.24337460276702],[-103.70458194537964,19.243378865981597],[-103.70438126191408,19.24365246268676],[-103.70402893989004,19.244136605460366],[-103.70380598866168,19.24440603066909],[-103.70380598866168,19.244410293904494],[-103.70284287545527,19.245589064898603],[-103.70290526242883,19.24563540138482],[-103.7033288937275,19.245942718090355],[-103.70338686257071,19.245980596584424],[-103.70338686257071,19.245984771023462],[-103.70344483143914,19.246031087179883],[-103.7049609560606,19.247180350363518],[-103.7049609560606,19.247184613611317],[-103.7057233990923,19.247761347060017],[-103.70572790589648,19.24776553468128],[-103.70589289038215,19.247896097024835],[-103.70604894981048,19.248022362780794],[-103.70605336825675,19.24802655709462]]]}"
00000000000000000072,060020001141A,141A,06,0001,002,1.8438953772065283E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.72214632085833,19.219018201031005],[-103.72213739452023,19.219018256895446],[-103.720951257416,19.219148777421303],[-103.72094683847622,19.219148757563218],[-103.71988108285053,19.219258234932465],[-103.71987666394617,19.21926238900203],[-103.71883318796513,19.219355072342513],[-103.71882426184854,19.219355039215248],[-103.71792352253807,19.219430847201224],[-103.7179770788852,19.21982668683891],[-103.71802162081403,19.220167705521693],[-103.7180126947517,19.220167672369673],[-103.71712539410963,19.220277183118046],[-103.71729923033452,19.22059294001769],[-103.7174954260408,19.220988792734797],[-103.71810637424743,19.220933995980655],[-103.71832934938713,19.220917164492338],[-103.71902496705005,19.220849811784824],[-103.71902938592622,19.220849831675064],[-103.71905165706436,19.22124564709372],[-103.71909628772933,19.221603532132875],[-103.71912748501491,19.221999292343703],[-103.71917653458627,19.222453998900633],[-103.71921665803283,19.222841355908102],[-103.71924785534652,19.223182410884178],[-103.71924785534652,19.223186673697317],[-103.71924785534652,19.22319511051512],[-103.71905616431894,19.223422444945047],[-103.71905165706436,19.223426605808466],[-103.71881984297916,19.22370876118501],[-103.71876186742642,19.223780300844894],[-103.71875736018175,19.223784550520985],[-103.71855674375983,19.22404977378433],[-103.7185522365221,19.224054023463673],[-103.71827137404743,19.22439922655182],[-103.71826686681932,19.224403476235057],[-103.71802612803384,19.22469821038032],[-103.71793244859444,19.224811891394793],[-103.7177094741178,19.225089736087455],[-103.71741968739389,19.225447695853813],[-103.71717444294528,19.22574659186409],[-103.71712981292292,19.225797136999983],[-103.7176916220355,19.22607083793018],[-103.71811530031601,19.226281308645586],[-103.71823125088501,19.226378191157057],[-103.71830698999246,19.22653389813718],[-103.71835603926235,19.226757083619855],[-103.71837389143352,19.226963365471814],[-103.71838281752,19.22738444516594],[-103.71840508855024,19.227805489174607],[-103.71834269432406,19.228213866311215],[-103.71831149722192,19.22864332164255],[-103.71830257114021,19.22888751638724],[-103.71867711357682,19.22888332912618],[-103.72309605128851,19.228891774850307],[-103.72310055867962,19.228891698990285],[-103.72309163227776,19.228803301698516],[-103.72305592667622,19.228407528554378],[-103.72299803766433,19.227792839746453],[-103.72297125848105,19.227527559598013],[-103.72292662652086,19.226942326367443],[-103.72292662652086,19.226933889572358],[-103.72289993573199,19.226794977368467],[-103.72279290748979,19.22566236199872],[-103.72269922470574,19.224660348998313],[-103.7226011229929,19.223645618480347],[-103.7225921966244,19.2235613959398],[-103.72251645508604,19.22272773586423],[-103.7225075287232,19.22266029808725],[-103.7225075287232,19.222647687410742],[-103.72245397055872,19.222138268048077],[-103.72244062521085,19.221965573711877],[-103.72240050079547,19.221599269542686],[-103.7223068182867,19.22064770605132],[-103.72219979051981,19.219552934439527],[-103.7221507398378,19.219098235890673],[-103.72214632085833,19.219018201031005]]]}"
00000000000000000073,0600200010394,0394,06,0001,002,1.8440452328632437E-4,"{""type"":""Polygon"",""coordinates"":[[[-103.68290625680376,19.239657174858944],[-103.68292401586925,19.23961506031297],[-103.68303551811579,19.239551989049822],[-103.6831291730069,19.239497197730593],[-103.68322282796404,19.239438231753628],[-103.68337886080344,19.23919831800889],[-103.68357509488939,19.23905519529574],[-103.68371778667375,19.238861502741933],[-103.68388724993316,19.23870992692296],[-103.68395413408409,19.23864677127162],[-103.68397198164394,19.23862996440208],[-103.68404328355295,19.238558391357603],[-103.68423059482211,19.238352081910772],[-103.6843465158908,19.238162638173225],[-103.68436878122961,19.238137325115282],[-103.68438662884515,19.23811208022405],[-103.68439113492667,19.238107919576972],[-103.68440005873563,19.238103690764888],[-103.68440005873565,19.238099427332468],[-103.6844223240834,19.23807837771105],[-103.68445351324748,19.238040575448814],[-103.68453382758749,19.23791840222383],[-103.68458728215313,19.23784267430705],[-103.68465416665649,19.237745855502112],[-103.68476567035513,19.237636330704948],[-103.68489051573256,19.237568962464746],[-103.68489493347631,19.237564808515142],[-103.68512235912259,19.237463734125935],[-103.68520709162102,19.237392209805286],[-103.68525171094588,19.23735427850347],[-103.68529182417349,19.237274320878736],[-103.68528740641655,19.237181659853583],[-103.68527848254799,19.23709324830439],[-103.6853542912723,19.236840672310237],[-103.68555936380744,19.236646963580025],[-103.68571990551744,19.236609133443253],[-103.68588044742143,19.23653328788998],[-103.68589829524001,19.2365080431279],[-103.68599636992946,19.236369159259407],[-103.68614348209935,19.236171225596703],[-103.68657156618679,19.23566600626827],[-103.6868124248368,19.235506003528673],[-103.68689707005663,19.235451273223756],[-103.68695061392917,19.235392326228432],[-103.68695512009764,19.235383902233828],[-103.6869728797043,19.2353629276281],[-103.68696846189147,19.235362907008373],[-103.68691050020085,19.23535868218901],[-103.68684361456185,19.2353545116127],[-103.68683910839715,19.235354497682255],[-103.68679457689545,19.235350232479682],[-103.68651811082293,19.235333426378123],[-103.68643337748856,19.235308136039087],[-103.6857689427873,19.235110300815254],[-103.68560840101804,19.23506392823361],[-103.68562183103204,19.235026050474854],[-103.6857689427873,19.23467241599466],[-103.68588044742143,19.23439457811289],[-103.68595625648916,19.23415035365994],[-103.6860186355447,19.23395670831143],[-103.68617476002312,19.233443049504157],[-103.68633079632913,19.23297149898513],[-103.68648683281833,19.232491511421394],[-103.68706211955474,19.232655687136763],[-103.68706653737067,19.232659971132918],[-103.68743666251119,19.231518940125707],[-103.68743224468295,19.231518919466176],[-103.68685253853552,19.23135472304391],[-103.68678114676295,19.23133792529141],[-103.68688823443618,19.231034756733028],[-103.68696846189147,19.230798993814645],[-103.68696395572255,19.230798979823415],[-103.68693727213713,19.23079060891454],[-103.68676780498792,19.23073585232449],[-103.68693727213714,19.230281141949188],[-103.68695953791003,19.23021381829334],[-103.68713792929654,19.22967902879759],[-103.68713342312186,19.22967910361449],[-103.68675446321423,19.229569601162225],[-103.68648241502167,19.229489571686646],[-103.68667414753206,19.229354879456213],[-103.68675888101994,19.2291527942637],[-103.68677222279408,19.229123272994922],[-103.68679007073243,19.22908124227941],[-103.68680791867317,19.228929609029827],[-103.68681684264443,19.228824393381302],[-103.6868124248368,19.228824372666423],[-103.68464082509499,19.22883275908635],[-103.68463631900501,19.22883283381789],[-103.68398081707048,19.228832815416833],[-103.6839897408519,19.228870687502496],[-103.68383821335777,19.229005441975563],[-103.68379801221488,19.229022252803805],[-103.68363747282706,19.229102266046326],[-103.68324959915734,19.22920331028352],[-103.68314251441659,19.229430625507604],[-103.68309798415376,19.22951482317984],[-103.68296863442735,19.229775888468087],[-103.68280809604182,19.230112769716424],[-103.6827858309646,19.23015904321409],[-103.68277690726406,19.230171709578077],[-103.68264314018131,19.23044536721368],[-103.68248260218915,19.230777985954163],[-103.68239345376767,19.230963175982996],[-103.6823889477539,19.23095898729203],[-103.68217937410596,19.23085796641148],[-103.68188065271137,19.230710579631335],[-103.68187614671501,19.230714828879872],[-103.68174688653123,19.23100955174463],[-103.68150161943335,19.231569483600783],[-103.68105119854354,19.232495703617523],[-103.68052055557143,19.233531477830986],[-103.68052055557143,19.233539915886034],[-103.68050279682731,19.23357359146866],[-103.68049387328018,19.233573556492775],[-103.67992753849522,19.23341356354329],[-103.6799231209167,19.233409368068624],[-103.67987850338176,19.23340093256513],[-103.67988292095882,19.233447229568885],[-103.67988292095882,19.233455667639184],[-103.67988292095882,19.233821968874686],[-103.67986957987658,19.23387245267173],[-103.67982946828641,19.23400721228421],[-103.67953066382644,19.23457555645689],[-103.67952174034463,19.234592397657146],[-103.67947721129585,19.23468086044994],[-103.67933443571633,19.234962932656764],[-103.67861658434022,19.236263903217022],[-103.67835789374342,19.236596499600395],[-103.67792983612748,19.237446878026244],[-103.6775597374768,19.238238422614163],[-103.67749285654641,19.238356291851723],[-103.67747500985733,19.23838580003996],[-103.67741705230938,19.238495266126037],[-103.67735909478671,19.2385499281116],[-103.67736351227992,19.23854994896626],[-103.67751512073615,19.23854992916156],[-103.67751962658451,19.238549943322816],[-103.6778184265182,19.238617299409036],[-103.6778184265182,19.238718380514765],[-103.6778184265182,19.238735168152413],[-103.67804133418056,19.238810934229654],[-103.67827767148863,19.2388910125027],[-103.67830444168501,19.238890939725326],[-103.67850508580398,19.238882587327545],[-103.67862550776118,19.238920456975976],[-103.67874584147685,19.238996260731284],[-103.67906249107064,19.23911413520173],[-103.67909367897606,19.239126695959733],[-103.67914271379968,19.239147764713156],[-103.6792854008219,19.239206686544325],[-103.67941916452253,19.239261487453017],[-103.67944593494909,19.239269852642288],[-103.67965550428337,19.23932459778221],[-103.67978485078295,19.23936250111282],[-103.68009699691866,19.239459307654442],[-103.68021291437981,19.239526650848642],[-103.68026645555838,19.23955617137395],[-103.68028872021324,19.239568785810693],[-103.68055624977077,19.239703522039452],[-103.68058752637907,19.239720339201412],[-103.68064990291366,19.239754075703022],[-103.68081043869051,19.239834027421335],[-103.68081485629858,19.239834048157974],[-103.6810958164725,19.24010766199699],[-103.68112258723707,19.240132903134626],[-103.68165765025084,19.240654982715824],[-103.68180926361036,19.24065495763618],[-103.68194753585196,19.240511872449023],[-103.6820946435386,19.240292885352112],[-103.68223291607731,19.240334995361383],[-103.68228195206011,19.240347624626132],[-103.68247818452564,19.24040239828135],[-103.68248260218915,19.24047392110293],[-103.68252722059898,19.24035604930097],[-103.68271002370585,19.2400487337407],[-103.68283486715153,19.23982983452862],[-103.68290625680376,19.239657174858944]]]}"
