nra,nombre,estado,sector,sustancia,cas,contaminante,emision,year,latitud norte,longitud oeste,municipio,localidad
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,aire,0.047,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,aire,1035641.88,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Benceno,71-43-2,aire,6.152,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio,7439-97-6,aire,0.078,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico,7440-38-2,aire,0.008,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cadmio,7440-43-9,aire,0.003,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Dioxinas,S/C10,aire,3.06056e-11,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,aire,0.255,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELECTRICA MANZANILLO",COLIMA,Generacion de energia electrica ,Bióxido de nitrógeno,10102-44-0,aire,7077.0,2004,"19°1'36""","104°19'14""",Manzanillo,MANZANILLO
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELECTRICA MANZANILLO",COLIMA,Generacion de energia electrica ,Bióxido de carbono,124-38-9,aire,6948.0,2004,"19°1'36""","104°19'14""",Manzanillo,MANZANILLO
COC740600211,CALIDRA DE OCCIDENTE SA DE CV,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,aire,17576.61,2004,"19°0'32""","103°45'57""",Colima,LOS ASMOLES
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica) ,Bióxido de carbono,124-38-9,aire,1838.0,2004,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
PRERP0600711,PEMEX REFINACION RESIDENCIA DE OPERACIONES PORTUARIAS,COLIMA,Petroleo y petroquimica ,Benceno,71-43-2,aire,0.347,2004,"19°3'21""","104°19'4""",Manzanillo,MANZANILLO
PTA640600911,PRODUCTOS TANIART S.A DE C.V,COLIMA,Quimica,Bióxido de carbono,124-38-9,aire,4197.48,2004,"18°55'19.24""","103°52'39.70""",Tecoman,TECOMAN
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,agua,0.002,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cianuro inorgánico/orgánico,57-12-5,agua,0.000420888,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico,7440-38-2,agua,0.0002170896,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cadmio,7440-43-9,agua,0.002,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio (compuestos),S/C4,agua,0.000155064,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Níquel (compuestos),S/C5,agua,0.001,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,agua,0.004,2004,"18°58'43""","103°52'18""",Tecoman,CALERAS
ENCRP0600911,"Las Encinas, S.A. de C.V., Estación Tecoman",COLIMA,Metalurgica (incluye la siderurgica) ,Cianuro inorgánico/orgánico,57-12-5,agua,9.3434e-06,2004,"18°57'38""","-103°53'26""",Tecoman,Tecomán
ENCRP0600911,"Las Encinas, S.A. de C.V., Estación Tecoman",COLIMA,Metalurgica (incluye la siderurgica) ,Arsénico,7440-38-2,agua,4.489e-06,2004,"18°57'38""","-103°53'26""",Tecoman,Tecomán
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz ,Arsénico,7440-38-2,agua,9.0529717e-06,2004,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz ,Mercurio (compuestos),S/C4,agua,4.5264e-06,2004,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz ,Cianuro inorgánico/orgánico,57-12-5,agua,0.000181059434,2004,"19°14'36.04""","103°43'29.10""",Colima,Colima
ENCEA0600411,Las Encinas SA de CV. Mina Cerro Náhuatl,COLIMA,Metalurgica (incluye la siderurgica) ,Mercurio,7439-97-6,disposición final,0.006,2004,"19°10'0""","-103°53'45""",Coquimatlan,La Esperanza
AMT640600911,AMTEX S.A DE C.V.,COLIMA,Quimica,Bióxido de carbono,124-38-9,aire,2086.71,2005,"19°14'15.03""","103°43'39.09""",Colima,TECOMAN
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Benceno,71-43-2,aire,7.604,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio,7439-97-6,aire,0.097,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico,7440-38-2,aire,0.01,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cadmio,7440-43-9,aire,0.004,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,aire,0.315,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,aire,0.059,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,aire,79.7,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Dioxinas,S/C10,aire,4.89e-11,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELECTRICA MANZANILLO",COLIMA,Generacion de energia electrica ,Bióxido de carbono,124-38-9,aire,8519.6,2005,"19°1'36""","104°19'14""",Manzanillo,MANZANILLO
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELECTRICA MANZANILLO",COLIMA,Generacion de energia electrica ,Bióxido de nitrógeno,10102-44-0,aire,7306.65,2005,"19°1'36""","104°19'14""",Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica) ,Bióxido de carbono,124-38-9,aire,226110.4,2005,19.08463,-104.27707,Manzanillo,MANZANILLO
COC740600211,CALIDRA DE OCCIDENTE SA DE CV,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,aire,26.05,2005,"19°0'32""","103°45'57""",Colima,LOS ASMOLES
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica) ,Bióxido de carbono,124-38-9,aire,1778.52,2005,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
PREM90600211,PEMEX REFINACION,COLIMA,Petroleo y petroquimica ,Acroleina,107-02-8,aire,3.596e-06,2005,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION,COLIMA,Petroleo y petroquimica ,Formaldehido,50-00-0,aire,1.5203e-06,2005,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION,COLIMA,Petroleo y petroquimica ,Acetaldehido,75-07-0,aire,2.9823e-05,2005,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION,COLIMA,Petroleo y petroquimica ,Benceno,71-43-2,aire,3.6277e-05,2005,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION,COLIMA,Petroleo y petroquimica ,Bióxido de carbono,124-38-9,aire,0.013,2005,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600712,Pemex Refinacion Terminal Maritima Manzanillo Colima,COLIMA,Petroleo y petroquimica ,Bióxido de carbono,124-38-9,aire,16.834,2005,"19°3'30""","104°19'8""",Manzanillo,Manzanillo
PREM90600713,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION TEPEIXTLES,COLIMA,Petroleo y petroquimica ,Acetaldehido,75-07-0,aire,4.2805e-05,2005,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600713,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION TEPEIXTLES,COLIMA,Petroleo y petroquimica ,Metano,74-82-8,aire,1.8270337239e-06,2005,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600713,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION TEPEIXTLES,COLIMA,Petroleo y petroquimica ,Benceno,71-43-2,aire,5.2069e-05,2005,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600713,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION TEPEIXTLES,COLIMA,Petroleo y petroquimica ,Formaldehido,50-00-0,aire,2.182e-06,2005,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600713,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION TEPEIXTLES,COLIMA,Petroleo y petroquimica ,Acroleina,107-02-8,aire,5.162e-06,2005,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PREM90600713,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION TEPEIXTLES,COLIMA,Petroleo y petroquimica ,Bióxido de carbono,124-38-9,aire,28.231,2005,"19°4'19""","104°17'21""",Manzanillo,MANZANILLO
PTA640600911,PRODUCTOS TANIART S.A DE C.V,COLIMA,Quimica,Bióxido de carbono,124-38-9,aire,1338.263,2005,"18°55'19.24""","103°52'39.70""",Tecoman,TECOMAN
AEL640600911,ACEITES ESENCIALES DE LIMON DE TECOMAN S.A DE C.V.,COLIMA,Quimica,Mercurio (compuestos),S/C4,agua,3.47e-07,2005,"18°54'20""","103°52'42""",Tecoman,TECOMAN
AEL640600911,ACEITES ESENCIALES DE LIMON DE TECOMAN S.A DE C.V.,COLIMA,Quimica,Cadmio,7440-43-9,agua,6.08e-07,2005,"18°54'20""","103°52'42""",Tecoman,TECOMAN
AEL640600911,ACEITES ESENCIALES DE LIMON DE TECOMAN S.A DE C.V.,COLIMA,Quimica,Níquel (compuestos),S/C5,agua,6.1727e-05,2005,"18°54'20""","103°52'42""",Tecoman,TECOMAN
AEL640600911,ACEITES ESENCIALES DE LIMON DE TECOMAN S.A DE C.V.,COLIMA,Quimica,Plomo (compuestos),S/C6,agua,0.00023821,2005,"18°54'20""","103°52'42""",Tecoman,TECOMAN
AEL640600911,ACEITES ESENCIALES DE LIMON DE TECOMAN S.A DE C.V.,COLIMA,Quimica,Cianuro inorgánico/orgánico,57-12-5,agua,2.173e-05,2005,"18°54'20""","103°52'42""",Tecoman,TECOMAN
AEL640600911,ACEITES ESENCIALES DE LIMON DE TECOMAN S.A DE C.V.,COLIMA,Quimica,Arsénico,7440-38-2,agua,3.47e-07,2005,"18°54'20""","103°52'42""",Tecoman,TECOMAN
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cianuro inorgánico/orgánico,57-12-5,agua,0.000358703,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico,7440-38-2,agua,0.000128091,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cadmio,7440-43-9,agua,0.00011415,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,agua,0.00074848,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,agua,0.000901355,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio (compuestos),S/C4,agua,7.358e-05,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Níquel (compuestos),S/C5,agua,0.00093817,2005,"18°58'43""","103°52'18""",Tecoman,CALERAS
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica) ,Níquel (compuestos),S/C5,agua,0.076,2005,19.08463,-104.27707,Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica) ,Plomo (compuestos),S/C6,agua,0.152,2005,19.08463,-104.27707,Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica) ,Mercurio (compuestos),S/C4,agua,0.000380641,2005,19.08463,-104.27707,Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica) ,Cromo (compuestos),S/C3,agua,0.076,2005,19.08463,-104.27707,Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica) ,Cadmio,7440-43-9,agua,0.076,2005,19.08463,-104.27707,Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica) ,Arsénico,7440-38-2,agua,0.063,2005,19.08463,-104.27707,Manzanillo,MANZANILLO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica) ,Cianuro inorgánico/orgánico,57-12-5,agua,0.015,2005,19.08463,-104.27707,Manzanillo,MANZANILLO
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica) ,Mercurio (compuestos),S/C4,agua,0.0002018304,2005,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz ,Cromo (compuestos),S/C3,agua,0.001,2005,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz ,Mercurio (compuestos),S/C4,agua,6.0407865e-06,2005,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz ,Níquel (compuestos),S/C5,agua,0.00060407865,2005,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz ,Cadmio,7440-43-9,agua,0.00060407865,2005,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz ,Plomo (compuestos),S/C6,agua,0.001,2005,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz ,Cianuro inorgánico/orgánico,57-12-5,agua,0.00024163,2005,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz ,Arsénico,7440-38-2,agua,1.2081573e-05,2005,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz ,Plomo (compuestos),S/C6,coprocesamiento,0.242,2005,"19°14'36.04""","103°43'29.10""",Colima,Colima
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cianuro inorgánico/orgánico,57-12-5,aire,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Arsénico,7440-38-2,aire,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cadmio,7440-43-9,aire,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cromo (compuestos),S/C3,aire,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Mercurio (compuestos),S/C4,aire,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Plomo (compuestos),S/C6,aire,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Níquel (compuestos),S/C5,aire,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMT640600911,AMTEX S.A DE C.V.,COLIMA,Quimica,Bióxido de carbono,124-38-9,aire,1.53052,2006,"19°14'15.03""","103°43'39.09""",Colima,TECOMAN
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,aire,0.3535,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Níquel (compuestos),S/C5,aire,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio (compuestos),S/C4,aire,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,aire,0.0657,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Dioxinas,S/C10,aire,5.49e-11,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cadmio,7440-43-9,aire,0.0047,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico,7440-38-2,aire,0.0111,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio,7439-97-6,aire,0.1083,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Benceno,71-43-2,aire,8.5287,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cianuro inorgánico/orgánico,57-12-5,aire,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,aire,1025224.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO",COLIMA,Generación de energia electrica,Bióxido de carbono,124-38-9,aire,5649871.6,2006,"19°1'36""","104°19'14""",Manzanillo,
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO",COLIMA,Generación de energia electrica,Bióxido de nitrógeno,10102-44-0,aire,15008.08,2006,"19°1'36""","104°19'14""",Manzanillo,
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cadmio,7440-43-9,aire,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Arsénico,7440-38-2,aire,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cianuro inorgánico/orgánico,57-12-5,aire,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cromo (compuestos),S/C3,aire,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Plomo (compuestos),S/C6,aire,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Níquel (compuestos),S/C5,aire,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Mercurio (compuestos),S/C4,aire,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,aire,130176.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Mercurio,7439-97-6,aire,0.0,2006,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Bifenilos policlorados,1336-36-3,aire,0.0,2006,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,aire,136898.6,2006,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Cadmio,7440-43-9,aire,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Cromo (compuestos),S/C3,aire,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Mercurio (compuestos),S/C4,aire,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Arsénico,7440-38-2,aire,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Cianuro inorgánico/orgánico,57-12-5,aire,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Plomo (compuestos),S/C6,aire,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Níquel (compuestos),S/C5,aire,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,aire,4.323,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Cianuro inorgánico/orgánico,57-12-5,aire,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Arsénico,7440-38-2,aire,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Cadmio,7440-43-9,aire,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Mercurio (compuestos),S/C4,aire,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Plomo (compuestos),S/C6,aire,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Níquel (compuestos),S/C5,aire,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
