nra,nombre,estado,sector,sustancia,cas,contaminante,emision,year,latitud norte,longitud oeste,municipio,localidad
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,aire,34.659,2006,"19°17'29.35""","103°44'14.84""",Manzanillo,MANZANILLO
PTA640600911,PRODUCTOS TANIART S.A DE C.V,COLIMA,Quimica,Bióxido de carbono,124-38-9,aire,1889.362,2006,"18°55'19.24""","103°52'39.70""",Tecoman,TECOMAN
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Arsénico,7440-38-2,aire,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Cadmio,7440-43-9,aire,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Cromo (compuestos),S/C3,aire,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Mercurio (compuestos),S/C4,aire,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Níquel (compuestos),S/C5,aire,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Plomo (compuestos),S/C6,aire,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Cianuro inorgánico/orgánico,57-12-5,aire,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Bióxido de carbono,124-38-9,aire,9.118,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cianuro inorgánico/orgánico,57-12-5,agua,0.0008838819,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Arsénico,7440-38-2,agua,3.83667e-05,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cadmio,7440-43-9,agua,2.53365e-05,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cromo (compuestos),S/C3,agua,2.8956e-05,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Mercurio (compuestos),S/C4,agua,2.31648e-05,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Plomo (compuestos),S/C6,agua,0.155551632,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Níquel (compuestos),S/C5,agua,2.8956e-05,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMT640600911,AMTEX S.A DE C.V.,COLIMA,Quimica,Bióxido de carbono,124-38-9,agua,0.0,2006,"19°14'15.03""","103°43'39.09""",Colima,TECOMAN
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,agua,0.000819813,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Níquel (compuestos),S/C5,agua,0.000794103,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio (compuestos),S/C4,agua,3.8565e-05,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,agua,0.00079701,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Dioxinas,S/C10,agua,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cadmio,7440-43-9,agua,0.000233371,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico,7440-38-2,agua,4.0013e-05,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio,7439-97-6,agua,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Benceno,71-43-2,agua,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cianuro inorgánico/orgánico,57-12-5,agua,0.000139424,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,agua,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO",COLIMA,Generación de energia electrica,Bióxido de carbono,124-38-9,agua,0.0,2006,"19°1'36""","104°19'14""",Manzanillo,
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO",COLIMA,Generación de energia electrica,Bióxido de nitrógeno,10102-44-0,agua,0.0,2006,"19°1'36""","104°19'14""",Manzanillo,
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cadmio,7440-43-9,agua,0.13582085,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Arsénico,7440-38-2,agua,0.002716417,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cianuro inorgánico/orgánico,57-12-5,agua,0.05432834,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cromo (compuestos),S/C3,agua,0.13582085,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Plomo (compuestos),S/C6,agua,0.2716417,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Níquel (compuestos),S/C5,agua,0.13582085,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Mercurio (compuestos),S/C4,agua,0.001636998791,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,agua,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Mercurio,7439-97-6,agua,0.0,2006,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Bifenilos policlorados,1336-36-3,agua,0.0,2006,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,agua,0.0,2006,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Cadmio,7440-43-9,agua,0.0004075,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Cromo (compuestos),S/C3,agua,8.15e-05,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Mercurio (compuestos),S/C4,agua,4.075e-06,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Arsénico,7440-38-2,agua,8.15e-06,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Cianuro inorgánico/orgánico,57-12-5,agua,0.000163,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Plomo (compuestos),S/C6,agua,0.000815,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Níquel (compuestos),S/C5,agua,0.0004075,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,agua,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Cianuro inorgánico/orgánico,57-12-5,agua,1.39065e-05,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Arsénico,7440-38-2,agua,1.20523e-06,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Cadmio,7440-43-9,agua,2.6020544e-05,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Mercurio (compuestos),S/C4,agua,1.7305248e-06,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Plomo (compuestos),S/C6,agua,4.17195e-05,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Níquel (compuestos),S/C5,agua,3.61569e-05,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,agua,0.0,2006,"19°17'29.35""","103°44'14.84""",Manzanillo,MANZANILLO
PTA640600911,PRODUCTOS TANIART S.A DE C.V,COLIMA,Quimica,Bióxido de carbono,124-38-9,agua,0.0,2006,"18°55'19.24""","103°52'39.70""",Tecoman,TECOMAN
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Arsénico,7440-38-2,agua,8.801513e-07,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Cadmio,7440-43-9,agua,2.7907e-06,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Cromo (compuestos),S/C3,agua,6.837215e-06,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Mercurio (compuestos),S/C4,agua,8.74e-07,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Níquel (compuestos),S/C5,agua,6.837215e-06,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Plomo (compuestos),S/C6,agua,6.837215e-06,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Cianuro inorgánico/orgánico,57-12-5,agua,1.9491763e-06,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Bióxido de carbono,124-38-9,agua,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cianuro inorgánico/orgánico,57-12-5,suelo,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Arsénico,7440-38-2,suelo,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cadmio,7440-43-9,suelo,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cromo (compuestos),S/C3,suelo,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Mercurio (compuestos),S/C4,suelo,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Plomo (compuestos),S/C6,suelo,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Níquel (compuestos),S/C5,suelo,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMT640600911,AMTEX S.A DE C.V.,COLIMA,Quimica,Bióxido de carbono,124-38-9,suelo,0.0,2006,"19°14'15.03""","103°43'39.09""",Colima,TECOMAN
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Plomo (compuestos),S/C6,suelo,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Níquel (compuestos),S/C5,suelo,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio (compuestos),S/C4,suelo,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cromo (compuestos),S/C3,suelo,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Dioxinas,S/C10,suelo,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cadmio,7440-43-9,suelo,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Arsénico,7440-38-2,suelo,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Mercurio,7439-97-6,suelo,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Benceno,71-43-2,suelo,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Cianuro inorgánico/orgánico,57-12-5,suelo,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CAP730600911,CEMENTOS APASCO S.A. DE C.V.,COLIMA,Cemento y Cal,Bióxido de carbono,124-38-9,suelo,0.0,2006,"18°58'43""","103°52'18""",Tecoman,CALERAS
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO",COLIMA,Generación de energia electrica,Bióxido de carbono,124-38-9,suelo,0.0,2006,"19°1'36""","104°19'14""",Manzanillo,
CFEAD0600711,"COMISIÓN FEDERAL DE ELECTRICIDAD, CENTRAL TERMOELÉCTRICA MANZANILLO",COLIMA,Generación de energia electrica,Bióxido de nitrógeno,10102-44-0,suelo,0.0,2006,"19°1'36""","104°19'14""",Manzanillo,
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cadmio,7440-43-9,suelo,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Arsénico,7440-38-2,suelo,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cianuro inorgánico/orgánico,57-12-5,suelo,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Cromo (compuestos),S/C3,suelo,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Plomo (compuestos),S/C6,suelo,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Níquel (compuestos),S/C5,suelo,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Mercurio (compuestos),S/C4,suelo,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
CMB110600711,CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA SA DE CV,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,suelo,0.0,2006,19.08463,-104.27707,Manzanillo,MANZANILLIO
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Mercurio,7439-97-6,suelo,0.0,2006,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Bifenilos policlorados,1336-36-3,suelo,0.0,2006,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
ENC110600511,LAS ENCINAS S.A. DE C.V. PLANTA PELETIZADORA,COLIMA,Metalurgica (incluye la siderurgica),Bióxido de carbono,124-38-9,suelo,0.0,2006,19.25677,-103.52939,Cuauhtemoc,ESTACION ALZADA
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Cadmio,7440-43-9,suelo,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Cromo (compuestos),S/C3,suelo,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Mercurio (compuestos),S/C4,suelo,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Arsénico,7440-38-2,suelo,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Cianuro inorgánico/orgánico,57-12-5,suelo,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Plomo (compuestos),S/C6,suelo,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
MAC9M0600211,Manufactura Avanzada de Colima S. A. de C. V.,COLIMA,Automotriz,Níquel (compuestos),S/C5,suelo,0.0,2006,"19°14'36.04""","103°43'29.10""",Colima,Colima
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,suelo,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Cianuro inorgánico/orgánico,57-12-5,suelo,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Arsénico,7440-38-2,suelo,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Cadmio,7440-43-9,suelo,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Mercurio (compuestos),S/C4,suelo,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Plomo (compuestos),S/C6,suelo,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600211,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO COLIMA,COLIMA,Petroleo y petroquimica,Níquel (compuestos),S/C5,suelo,0.0,2006,"19°13'55""","0.103°45'57""",Colima,COLIMA
PREM90600722,PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y REPARTO MANZANILLO SATELITE,COLIMA,Petroleo y petroquimica,Bióxido de carbono,124-38-9,suelo,0.0,2006,"19°17'29.35""","103°44'14.84""",Manzanillo,MANZANILLO
PTA640600911,PRODUCTOS TANIART S.A DE C.V,COLIMA,Quimica,Bióxido de carbono,124-38-9,suelo,0.0,2006,"18°55'19.24""","103°52'39.70""",Tecoman,TECOMAN
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Arsénico,7440-38-2,suelo,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Cadmio,7440-43-9,suelo,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Cromo (compuestos),S/C3,suelo,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Mercurio (compuestos),S/C4,suelo,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Níquel (compuestos),S/C5,suelo,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Plomo (compuestos),S/C6,suelo,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Cianuro inorgánico/orgánico,57-12-5,suelo,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
ZEPQY0600711,ZETA GAS DEL PACIFICO S.A. DE C.V.,COLIMA,Otros,Bióxido de carbono,124-38-9,suelo,0.0,2006,"19°08'01.07""","104°20'35.08""",Manzanillo,CAMPOS
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cianuro inorgánico/orgánico,57-12-5,reutilización,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Arsénico,7440-38-2,reutilización,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cadmio,7440-43-9,reutilización,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Cromo (compuestos),S/C3,reutilización,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Mercurio (compuestos),S/C4,reutilización,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
AMAL70600711,Aeropuerto de Manzanillo S.A. de C.V.,COLIMA,Otros,Plomo (compuestos),S/C6,reutilización,0.0,2006,"19°03'36.90""","104°16'35.66""",Manzanillo,Manzanillo
